source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
카이스트 대신 전해드립니다,,2019-10-05 13:04:41,[나를 좋아해주는 사람] 결국 나 좋다고 서툴지만 나한테 자꾸 잘해준 그 사람을 못잡은게 후회되네요... 그땐 부담스러웠는데 지금은 그런 사람만한 사람도 없었던 것 같아요... ---------- #연애  https://talkyou.in/pages/KaDaejeon/posts/30400/ 익명 아바타,,,,,,,,,2400801200238589,/story.php?story_fbid=2400801200238589&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 13:12:52,"[나를 좋아해주는 사람 놓쳐서 후회된다는 분] 이 말이 도움 될지는 모르겠지만, 저는 저를 좋아해준다는 이유만으로 사귀었다가 후회한 적이 있어요. 그사람이 나를 좋아하는 만큼 내가 좋아하지 않으니까 힘들더라고요. 잘해줄 때마다 부담스러운 마음이 앞서서 미안하기도 했고요. 그 사람이 좋아진 거라면, 이번에는 먼저 다가가 보시는 게 어떨까요 ---------- #연애  https://talkyou.in/pages/KaDaejeon/posts/30401/ 익명 아바타",12,9,1,,2,,,,2400806470238062,/story.php?story_fbid=2400806470238062&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 12:47:28,[와플 아저씨] 오늘 와플 아저씨 오셨나요?? ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30399/ 익명 아바타,1,1,,,,,,2,2400792290239480,/story.php?story_fbid=2400792290239480&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 12:39:35,[문화관의 독서실화] 문화관의 해커톤랩에서 회의를 잠깐 했는데 (빈 방)   옆방의 해커톤랩에서 어떤 분이 오셔서   시끄러워서 피해를 입고 있다며 자리를 옮겨달라고 했습니다   옆방이랑 얇은 칸막이를 두고 천장이 뚫려있는 구조라 소리가 다 들렸나봅니다   나가서 확인해보니 옆 방의 해커톤랩에서는 사람들이 각자 책상에 앉아 공부를 하고 있었습니다 그런데 문화관은 원래 이런 활동을 위해 학술관과 분리된 공간이 아닌가요?   가만보면 커뮤니티홀은 잠 자는 공간으로 바뀌었고   해커톤랩은 도서관처럼 발소리도 죽여야 하는 독서실이 된 것 같습니다   카페 같은 자유로운 분위기가 좋아서 문화관을 애용했었는데...   점점 독서실화 되는 것 같아서 안타깝습니다 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30398/ 익명 아바타,109,90,,1,,18,,2,2400786430240066,/story.php?story_fbid=2400786430240066&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 03:29:54,[인방충] 인간은  방황하고  충돌하며 성장한다 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30397/ 익명 아바타,2,2,,,,,,,2400482893603753,/story.php?story_fbid=2400482893603753&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 03:13:50,[분실] 구노에서 잃어버린 정주행 야잠을 발견했읍니다!  주인 ㅂ누은 ㅇ댓글 달아주세오ㅗ ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30396/ 익명 아바타,,,,,,,,1,2400471553604887,/story.php?story_fbid=2400471553604887&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 02:44:15,[카드 분실] PARK HA EUN 이름으로 된 GS칼텍스 우리카드 어은동 세븐일레븐 앞에서 습득하였습니다. 주인이시라면 연락주세요!  0101-구삼구오-7202 ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30393/ 익명 아바타,,,,,,,,,2400451533606889,/story.php?story_fbid=2400451533606889&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 01:47:51,[찍찍] 인방쪽은 무슨 일이 터져도 볼 새끼들은 보더라 볼 새끼들은 봐라 난 보는 새끼는 믿고 거르련다 ---------- #취미  https://talkyou.in/pages/KaDaejeon/posts/30392/ 익명 아바타,,,,,,,,,2400409290277780,/story.php?story_fbid=2400409290277780&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 02:51:04,[소망관 휴게실 에어프라이어] 소망관 휴게실에 에어프라이어 있는데 기숙사에서 이런거 써도 되나요? 냄새도 풍겨서 불쾌하고 벌점사유라고 아는데 소망관 사감선생님이나 동장 분께서 조속히 처리해주시면 좋겠습니다~ ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30394/ 익명 아바타,3,3,,,,,,4,2400455560273153,/story.php?story_fbid=2400455560273153&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 01:44:59,"[여주인공의 오빠를 지키는 방법] 이 소설 보시는 분 없나요ㅠㅠㅠㅠ 주인공 너무 불쌍하네요.... 죽기 전에는 대학원생, 죽은 후에는 서로 죽고 죽이는 피폐한 가정.... ---------- #취미  https://talkyou.in/pages/KaDaejeon/posts/30391/ 익명 아바타",2,1,,,,1,,,2400407633611279,/story.php?story_fbid=2400407633611279&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-05 00:12:11,[미안하다 미안하다 할필요없다] 제 시간에 제대로 나오면 되는걸 좀    제 시간에 좀 나와 ㅡㅡ 젭알 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30390/ 익명 아바타,6,6,,,,,,4,2400342850284424,/story.php?story_fbid=2400342850284424&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 23:23:30,[쀼쀼쀼쀼] 제가요 예전에 축제 때 모 동아리 공연에서 뵌 선배님이 계신데요 그 때 공연하시는 거 보고 반했거든요 얼마전에 제가 올린글에 공감 누르신거 보고 누구신지 찾게되었습니다 들어가서 보니 역시 프로필사진 하나하나가 잘생기셨네요 빛이나요 빛이나🌟⭐🌟⭐ 요새 가끔 친구추천으로 떠서 그 분 얼굴 뵙는 낙이 있습니다 허허 물론 당연히 찝적대지는 않을꺼고요 당신의 비밀스러운 온라인 팬이 되겠습니다 선배님🙌🙏 저를 영원히 몰라주십시오👥 하는 일마다 다 잘되시기를 바라고요 만수무강 하십시오 건강챙기세요 건강건강🏃‍♂️🏃‍♀️🏃‍♂️🏃‍♀️ 잘생긴 얼굴을 가져주셔서 감사합니다 이렇게써놓고 나중에 아는 사이가 된다면 많이 민망할 것 같긴 한데 그건 그때가서 보죠 제 인생은 노빠꾸니깐...☆    암튼 뭐 썸도 아니고 아는 사이도 아니고 친구에게 말하긴 뭐한데 방금도 친구추천에 뜬거 보고 또 다시 입이 근질거려서 여기 다 올려요 화이팅하세요 허허 ---------- #취미  https://talkyou.in/pages/KaDaejeon/posts/30389/ 익명 아바타,6,3,3,,,,,8,2400308326954543,/story.php?story_fbid=2400308326954543&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 16:34:55,[어제 아름관 2층 소음ㅠㅠ] 어제 아름관 2층 방에서 자려고 누웠는데 너무 시끄러워서 몇시간동안 잠을 못잤거든요ㅠㅠ 가까운방도 아니고 꽤먼방이던데 저희방까지 말소리가 다 들릴정도였어요. 직접 말씀드릴까 몇번을 고민하다가 다른분이 조용히하라고하셔서 조용해지신것 같더니 바로 또떠드시던데 방음 하나도안되는거 다시한번 생각해주시고 제발 다음부터는 그런일없게 해주세요. ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30380/ 익명 아바타,,,,,,,,,2400044756980900,/story.php?story_fbid=2400044756980900&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 23:10:11,[기기실] 기기실을 수강중인 학생입니다. 혹시 기기실에서 사용하는 solidworks프로그램을 카이스트에서 라이센스를 받아 사용할수 있나요??  ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30388/ 익명 아바타,1,1,,,,,,4,2400299253622117,/story.php?story_fbid=2400299253622117&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 22:09:23,"[카대전~~] 카대전~~~~ 여기라면 털어놓을 수 있을 것 같아요.    저는 제가 봐도 변태적인 취미를 하나 가지고 있습니다. 화이트헤드와 블랙헤드를 모아요.... 코에 모으는 게 아니라, 조그만 크림통 속에요.....    지성인이라면 깨끗하게 클렌징을 하고 빛이 잘 드는 곳에서 거울을 비춰 보면 오픈헤드가 여러 개 보이죠. 동그랗고 조그맣게 뭔가 구멍이 나 있어요. 압출기를 대가며 하나씩 짭니다. 뽕 뽕 튀어나오는 알갱이들에 희열을 느끼죠.    여기까지는 많이 공감하시겠지만... 가끔 이대로 버리기 아까운 친구들이 몇 나옵니다. 거의 좁쌀 크기만한, 딱딱하게 굳어서 윤기나는, 손으로 만져도 전혀 형태변화가 없는.. ‘입자’. 저는 조그만 수분크림 샘플통을 깨끗하게 씻고 말린 후 그 [입자]들을 하나씩 통에 담아 모읍니다. 완벽하게 아름답고 단단하고 거대한 것들만 모으다 보니 아직 스무 개도 채 모이지 않았어요. 3~4일에 한 번씩 그런 월척이 잡히죠.    그냥... 그렇습니다... 방금 한 건 해서, 카대전에 잡소리를 올립니다. ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30387/ 익명 아바타",12,7,1,,,,4,16,2400254650293244,/story.php?story_fbid=2400254650293244&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 18:08:46,[이이잉] 기분 좋구만유~ 쥐환아 빨리 돌아와 킄쿠 ---------- #취미  https://talkyou.in/pages/KaDaejeon/posts/30385/ 익명 아바타,3,3,,,,,,4,2400094093642633,/story.php?story_fbid=2400094093642633&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 17:45:40,[법학특강 개천절] 법학특강 가재법 들으시는 분들 혹시 개천절에 수업했나요?? 감사합니다! ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30384/ 익명 아바타,1,1,,,,,,1,2400082106977165,/story.php?story_fbid=2400082106977165&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 16:15:58,[튜터링] 9월 튜터링 수당 들어왔나요? ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30379/ 익명 아바타,,,,,,,,1,2400035173648525,/story.php?story_fbid=2400035173648525&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 16:15:35,[신발 세탁] 교내에 신발 세탁 가능한 세탁소가 어디 있을까요..? 매점 2층 세탁소에서 가능한가요?? ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30378/ 익명 아바타,,,,,,,,1,2400035026981873,/story.php?story_fbid=2400035026981873&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 15:53:34,[지갑 분실] 호옥시 창의관에서 체크무늬 찐 베이지 카드지갑을 보신다면 말씀해주세요오.. ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30377/ 익명 아바타,,,,,,,,,2400023926982983,/story.php?story_fbid=2400023926982983&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 15:08:54,[전기자기학 making class] 장민석 교수님 전기자기학 making class 오늘 있는건가요? 정확히 어떻게 하기로 결정났는지 기억이 안나서 여기에 올려요! ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30375/ 익명 아바타,,,,,,,,1,2400000500318659,/story.php?story_fbid=2400000500318659&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 17:32:20,[현금 습득] 아름관 109호 앞에서 5만원을 주웠습니다. 사감실에 맡겨 놓았으니 찾아가세요. 5만원이면 되게 큰 돈인데ㅜㅠ ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30383/ 익명 아바타,2,2,,,,,,2,2400075576977818,/story.php?story_fbid=2400075576977818&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 17:03:38,[에어팟 케이스 습득] 오늘 3시경 ..? 올레브 두번째줄 자리에서 검은색 실리콘으로 된 에어팟 케이스를 주웠어요 ! 혹시 본인 것인 거 같으시면 댓글로 연락 주세요 !!! ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30382/ 익명 아바타,1,1,,,,,,2,2400058670312842,/story.php?story_fbid=2400058670312842&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 17:00:34,[산디동 앞 자전거 분실 ㅜㅜ]  한달 전 쯤에 산디동 앞에 세워둔 자전거를 잃어버렸습니다. 자전거 락을 해 두었는데도 불구하고 사라진걸 보니 누군가가 훔쳐간 것으로 보이네요.  아래 사진은 제꺼는 아니고 지나가다가 제꺼랑 모델과 색상이 동일한 것을 발견해서 찍은 겁니다.   워낙 특이한 색상이라 교내에 많지 않은 모델인데 혹시 지나가다가 보신 적이 있거나 산디동 앞에서 누군가 수상한 행동을 하는 것을 보신적이 있다면 제보 부탁드립니다.    ----------    익명 아바타,1,1,,,,,,,2400056956979680,/KaDaejeon/photos/a.1511824589136259/2400056956979680
카이스트 대신 전해드립니다,,2019-10-04 15:24:28,[자전거 넘어짐] 안녕하세요. 다름이 아니라 방금(10월 4일 오후 3시경)에 캐리어를 끌고 가다가 사랑관과 소망관 사이 자전거 보관소에 있던 자전거 네 대를 넘어뜨렸습니다. 우선 자전거 주인분들께 정말 죄송하다는 말씀 드립니다. 혹시 자전거를 확인하시고 변상이 필요하다고 생각되신다면 연락주시면 감사드리겠습니다.    ---------- #공지와_정보  https://talkyou.in/pages/KaDaejeon/posts/30376/ 학사과정 19학번 박두진,12,8,,,2,2,,2,2400007516984624,/story.php?story_fbid=2400007516984624&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:43:16,[괴물쥐] 생방 강간 드립치는 인성 쓰레기 빨아대는 멍청한 놈들이 카이에도 있다는 게 진짜 소름이 돋는다 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30371/ 익명 아바타,,,,,,,,5,2399987900319919,/story.php?story_fbid=2399987900319919&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:35:40,[배달분식] 희망관에서 순대랑 떡볶이랑 간이랑 시켜먹을 수 있는 곳이 어디있을까요 ㅠㅠ 쪽문으로 와도 괜찮은데 ㅠ  ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30370/ 익명 아바타,,,,,,,,1,2399983650320344,/story.php?story_fbid=2399983650320344&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 15:00:19,"[학교에서 가까운 정신과 상담소] 군대 고민이랑 진로 고민, 그 외 사소한 고민이 점점 많아지다보니 마음이 병든 것 같아요 스스로 더 병들어서 안좋은 선택을 할까봐 무서운데 정신과 병원은 잘 찾아가는게 아니면 별 도움이 안되고 헛걸음만 한다는 말이 많네요 혹시 카이스트에서 가까운 정신과 상담소나 병원 추천해주실 서 닜을까요? 댓글에 남기기가 꺼려지신다면 귀찮으시겠지만 제보로라도 글 써주시면 정말 감사할 것 같아요. ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30374/ 익명 아바타",3,3,,,,,,2,2399996406985735,/story.php?story_fbid=2399996406985735&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:55:27,[논글시험] 논글시험 금요일 몇시인가염 ---------- #공지와_정보  https://talkyou.in/pages/KaDaejeon/posts/30373/ 익명 아바타,3,3,,,,,,5,2399994346985941,/story.php?story_fbid=2399994346985941&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:48:01,[잊었다고 생각했는데] 그 사람이 좋아하던 수박주스를 카페에서 팔고 있더라고요. 저도 모르게 사버렸어요. 무감각해진 줄 알았는데 다시 가슴이 찢어지는 것 같아요. 마시면서 펑펑 울었어요. 언제쯤 정말로 괜찮아질까요... ---------- #연애  https://talkyou.in/pages/KaDaejeon/posts/30372/ 익명 아바타,7,6,,,,1,,2,2399990400319669,/story.php?story_fbid=2399990400319669&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:29:06,[선대개 AB분반] 출석체크 하는건가요? 점수가 띄엄띄엄 올라오던데 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30369/ 익명 아바타,,,,,,,,,2399980040320705,/story.php?story_fbid=2399980040320705&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:23:15,"[학교에 볼링장] 세계 선도 주자 카이스트, 교내에 볼링장 하나쯤은 있어야지 않겠습니까? ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30368/ 익명 아바타",33,33,,,,,,3,2399977240320985,/story.php?story_fbid=2399977240320985&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 14:14:04,[와플] 드디어 쪽문와플이 왔어요!!!    수술하셔서 이때까지 못오셨다고 하네요..! 오랜만에 먹으니 더 꿀맛이네유~~ ---------- #잡담  #공지와_정보  https://talkyou.in/pages/KaDaejeon/posts/30367/ 익명 아바타,104,99,1,4,,,,15,2399971703654872,/story.php?story_fbid=2399971703654872&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 12:40:43,[정보글] 과학자들은 다이아몬드의 HOMO와 LUMO 사이의  에너지 차이를 나타낼 용어를 찾다가  장지환의 업적을 기려  Big      A      Nose   D       Gap 이라고  정의했다. ---------- #취미  https://talkyou.in/pages/KaDaejeon/posts/30366/ 익명 아바타,6,6,,,,,,2,2399920430326666,/story.php?story_fbid=2399920430326666&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 12:10:48,[역주행 빌런] 11시쯤에 서브웨이 앞 '차도'에서 자전거타고 역주행하시던분 진짜 미치셨습니까????? 심지어 저랑 가까워지는데 피하는 기색도 없으셔서 당황했는데 제발 정상적인 생각좀 하고 살아주세요.. 어이를 잃었으므로 카테고리는 ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30365/ 익명 아바타,13,13,,,,,,,2399904320328277,/story.php?story_fbid=2399904320328277&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 10:43:43,[[습득] 기계동 근처 카드 습득] 기계공학과 주변에서 KIM DAEHEE (김대희?)씨의 K bank 카드를 습득하였습니다. 댓글에 연락처 주시면 연락드리겠습니다.    ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30363/ 익명 아바타,,,,,,,,1,2399856560333053,/story.php?story_fbid=2399856560333053&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 11:43:26,"[한글 문자 문명 5조] 안녕하세요 시정곤 교수님의 한글, 문자, 문명 5조인 학생입니다 조원들께 메일을 보냈는데 아직 확인을 안 하신 분이 계셔서 여기에 글 올립니다! 혹시 이 글 보신다면 메일 확인하시거나 아래 계정으로 페메주시면 감사하겠습니다! ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30364/ 익명 아바타",2,2,,,,,,1,2399889996996376,/story.php?story_fbid=2399889996996376&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 09:46:40,[평생] 음식 초록색으로 먹기 vs 음식 절반만 먹기 ---------- #연애  https://talkyou.in/pages/KaDaejeon/posts/30362/ 익명 아바타,1,1,,,,,,6,2399827230335986,/story.php?story_fbid=2399827230335986&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 09:09:39,[희밍관 라면조리기] 가열이 되지 않아요 ㅠㅠ 덕분에 1900원을 공중으로 날려먹었습니다 조심하세요 ---------- #분실과_습득  https://talkyou.in/pages/KaDaejeon/posts/30361/ 익명 아바타,김진호,1,,,,,,,2399804617004914,/story.php?story_fbid=2399804617004914&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 04:34:10,"[막막해요] 동아리에 좋아하는 선배가 생겼어요  얼마전 그 선배를 처음 보자마자 첫눈에 반했고, 동아리 활동도 몇번 같이 하면서  친해졌는데, 아무리 생각해도 그 사람한테 저는 친한 동생 정도인거 같아요 그 선배랑 저랑 이어질 가능성은 없다는 거를 계속 머리로는 알고 있지만 받아들이기가 너무 힘들어요. 일부러 나쁜 사람이라고 싫어해보려고 수없이 시도해봤는데, 정신만 차리면 그 선배가 보낸 카톡이나 읽으면서 넋을 놓고 있었구요 평소에 그 사람한테 차갑게 대하려고 마음먹고 다짐해도, 막상 동아리 활동 때문에 그 사람이 저한테 웃으면서 말한마디만 건네면 어느새 저는 어쩔 줄을 몰라하면서 같이 웃고 장난치고 있네요 그 순간에는 그 사람이 내 앞에 있는 것 만으로도 설레지만, 지금같은 밤이나 아침같이 혼자 생각할 게 많은 시간에는 어김없이 찌질하게 가슴아파하면서 울게 돼요. 그 사람이랑 이어질 수 없는게 슬퍼서요.  짝사랑은 정말 많이 해봤어요. 근데 이렇게 고통스러운 거는 처음인거 같아요. 차라리 그 선배랑 연락하거나 만날일이 별로 없으면 더 잊기 쉬울텐데, 제 감정을 숨긴채로 그 사람을 대하는 게 제 속을 갉아먹네요 그냥 고백해서 차이는게 아마 저한테는 더 편할 거 같아요. 근데 그러면 동아리 분위기를 정말 망치는 꼴이 되서 못하겠어요.  선배는 아무것도 모르고 또 친한동생한테 잘 대해주려고 하겠죠  정말 막막하네요 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30360/ 익명 아바타",14,10,,,,4,,5,2399654110353298,/story.php?story_fbid=2399654110353298&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 03:45:34,[성실관 벌레] 저만 벌레 많이 나오나요. 밤에 공부하면서 기본 다섯마리는 잡는거 같은데 특히 날개달린 개미같은 친구들이 잔뜩 나오네요 ㅠㅠㅠ. 방역좀... 제발... ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30359/ 익명 아바타,,,,,,,,1,2399623703689672,/story.php?story_fbid=2399623703689672&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 03:43:01,[희망관 소화제 있으신 분] 혹시 희망관 사시는 분 중에 소화제 있으신 분 있을까요? 배가 너무 아파서요. 제발 부탁드립니다 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30357/ 익명 아바타,,,,,,,,,2399622247023151,/story.php?story_fbid=2399622247023151&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 03:21:08,[이 액세서리는 지원되지 않을 수 있습니다.] 아이폰 처음 쓰는데ㅠ 배터리 5펀데ㅠㅜ 자꾸 저 메시지 뜨면서 안되네요ㅠㅠ 이거 어떻게 해결하나요.......ㅠㅠ ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30356/ 익명 아바타,,,,,,,,1,2399604083691634,/story.php?story_fbid=2399604083691634&id=1384103428575043
카이스트 대신 전해드립니다,,2019-10-04 02:12:16,[-] Sk하이닉스 였던가 카대전에 올라온거 공유이벤트 결고ㅓ 발표했었나요?? 9월 16일날 발표한다 했었던거같은데 본 적은 없는 것 같네영 ---------- #잡담  https://talkyou.in/pages/KaDaejeon/posts/30354/ 익명 아바타,,,,,,,,1,2399558423696200,/story.php?story_fbid=2399558423696200&id=1384103428575043
